Type,Buy Amount,Buy Cur.,Sell Amount,Sell Cur.,Fee Amount (optional),Fee Cur. (optional),Exchange (optional),Trade Group (optional),Comment (optional),Date,Tx-ID
"Mining","0.28949168000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-23T00:01:00", "USDC20211223000100_Commission"
"Trade","0.09924428","USDC-DFI","0.37785488000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-22T15:27:49", "1USDC-DFI20211222152749"
"Trade","0.09924428","USDC-DFI","0.10672995000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-22T15:27:49", "1USDC-DFI20211222152749"
"Trade","0.00045608","ETH-DFI","0.00002727000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-22T15:25:08", "1ETH-DFI20211222152508"
"Trade","0.00045608","ETH-DFI","0.03055126000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-22T15:25:08", "1ETH-DFI20211222152508"
"Trade","0.00002215","BTC-DFI","0.00516863000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-22T15:25:03", "1BTC-DFI20211222152503"
"Trade","0.00002215","BTC-DFI","0.00000038000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-22T15:25:03", "1BTC-DFI20211222152503"
"Mining","0.00000087000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-22T00:01:00", "BTC20211222000100_Commission"
"Mining","0.00001357000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-22T00:01:00", "ETH20211222000100_Commission"
"Mining","4.58996867000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-22T00:01:00", "DFI20211222000100_Rewards"
"Mining","0.20433136000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-22T00:01:00", "DFI20211222000100_Commission"
"Mining","0.46472055000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-22T00:01:00", "USDC20211222000100_Commission"
"Trade","0.1035232","USDC-DFI","0.11075237000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-21T14:24:44", "1USDC-DFI20211221142444"
"Trade","0.1035232","USDC-DFI","0.39637560000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-21T14:24:44", "1USDC-DFI20211221142444"
"Trade","0.000037155","BTC-DFI","0.00000064000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-21T14:21:35", "1BTC-DFI20211221142135"
"Trade","0.000037155","BTC-DFI","0.00863243000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-21T14:21:35", "1BTC-DFI20211221142135"
"Trade","0.00011164","ETH-DFI","0.00748420000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-21T14:19:23", "1ETH-DFI20211221141923"
"Trade","0.00011164","ETH-DFI","0.00000667000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-21T14:19:23", "1ETH-DFI20211221141923"
"Mining","0.00000038000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-21T00:01:00", "BTC20211221000100_Commission"
"Mining","0.00002382000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-21T00:01:00", "ETH20211221000100_Commission"
"Mining","4.58063008000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-21T00:01:00", "DFI20211221000100_Rewards"
"Mining","0.14948458000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-21T00:01:00", "DFI20211221000100_Commission"
"Mining","0.31511493000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-21T00:01:00", "USDC20211221000100_Commission"
"Trade","8.28530979","ETH-DFI","0.49901061000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-20T18:44:46", "1ETH-DFI20211220184446"
"Trade","8.28530979","ETH-DFI","550.97710529000005","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-20T18:44:46", "1ETH-DFI20211220184446"
"Deposit","0.49901043000000","ETH","","","","","DeFiChain Light Wallet","","AccountToAccount","2021-12-20T18:38:39", "ETH20211220183839_AccountToAccount"
"Trade","0.31101324","USDC-DFI","1.16390009000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-20T15:43:18", "1USDC-DFI20211220154318"
"Trade","0.31101324","USDC-DFI","0.34026916000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-20T15:43:18", "1USDC-DFI20211220154318"
"Trade","0.0000911","BTC-DFI","0.00000158000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-20T15:40:29", "1BTC-DFI20211220154029"
"Trade","0.0000911","BTC-DFI","0.02101901000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-20T15:40:29", "1BTC-DFI20211220154029"
"Trade","0.000086255","ETH-DFI","0.00000521000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-20T15:37:43", "1ETH-DFI20211220153743"
"Trade","0.000086255","ETH-DFI","0.00571992000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-20T15:37:43", "1ETH-DFI20211220153743"
"Mining","0.00000049000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-20T00:01:00", "BTC20211220000100_Commission"
"Mining","0.00002035000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-20T00:01:00", "ETH20211220000100_Commission"
"Mining","4.51022291000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-20T00:01:00", "DFI20211220000100_Rewards"
"Mining","0.12132560000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-20T00:01:00", "DFI20211220000100_Commission"
"Mining","0.36184868000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-20T00:01:00", "USDC20211220000100_Commission"
"Mining","0.00000111000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-19T00:01:00", "BTC20211219000100_Commission"
"Mining","0.00000397000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-19T00:01:00", "ETH20211219000100_Commission"
"Mining","3.05669782000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-19T00:01:00", "DFI20211219000100_Rewards"
"Mining","0.27209876000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-19T00:01:00", "DFI20211219000100_Commission"
"Mining","0.77151053000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-19T00:01:00", "USDC20211219000100_Commission"
"Trade","0.31460874","USDC-DFI","0.33166354000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-18T18:05:50", "1USDC-DFI20211218180550"
"Trade","0.31460874","USDC-DFI","1.22176285000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-18T18:05:50", "1USDC-DFI20211218180550"
"Trade","0.00010108","BTC-DFI","0.00000181000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-18T18:04:19", "1BTC-DFI20211218180419"
"Trade","0.00010108","BTC-DFI","0.02258996000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-18T18:04:19", "1BTC-DFI20211218180419"
"Trade","0.000083605","ETH-DFI","0.00541506000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-18T18:02:58", "1ETH-DFI20211218180258"
"Trade","0.000083605","ETH-DFI","0.00000517000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-18T18:02:58", "1ETH-DFI20211218180258"
"Mining","0.00000068000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-18T00:01:00", "BTC20211218000100_Commission"
"Mining","0.00000249000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-18T00:01:00", "ETH20211218000100_Commission"
"Mining","2.62045792000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-18T00:01:00", "DFI20211218000100_Rewards"
"Mining","0.18452098000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-18T00:01:00", "DFI20211218000100_Commission"
"Mining","0.48923805000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-18T00:01:00", "USDC20211218000100_Commission"
"Mining","0.00000044000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-17T00:01:00", "BTC20211217000100_Commission"
"Mining","0.00000142000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-17T00:01:00", "ETH20211217000100_Commission"
"Mining","2.63972442000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-17T00:01:00", "DFI20211217000100_Rewards"
"Mining","0.13335344000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-17T00:01:00", "DFI20211217000100_Commission"
"Mining","0.42753953000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-17T00:01:00", "USDC20211217000100_Commission"
"Trade","0.00004088","ETH-DFI","0.00258436000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-16T15:47:39", "1ETH-DFI20211216154739"
"Trade","0.00004088","ETH-DFI","0.00000259000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-16T15:47:39", "1ETH-DFI20211216154739"
"Trade","0.00007367","BTC-DFI","0.00000135000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-16T15:44:39", "1BTC-DFI20211216154439"
"Trade","0.00007367","BTC-DFI","0.01608835000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-16T15:44:39", "1BTC-DFI20211216154439"
"Trade","0.12725","USDC-DFI","0.51586241000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-16T15:43:00", "1USDC-DFI20211216154300"
"Trade","0.12725","USDC-DFI","0.12848218000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-16T15:43:00", "1USDC-DFI20211216154300"
"Mining","0.00000141000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-16T00:01:00", "BTC20211216000100_Commission"
"Mining","0.00000272000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-16T00:01:00", "ETH20211216000100_Commission"
"Mining","2.77005232000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-16T00:01:00", "DFI20211216000100_Rewards"
"Mining","0.23949462000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-16T00:01:00", "DFI20211216000100_Commission"
"Mining","0.70718718000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-16T00:01:00", "USDC20211216000100_Commission"
"Trade","0.000007415","ETH-DFI","0.00045879000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T15:41:55", "1ETH-DFI20211215154155"
"Trade","0.000007415","ETH-DFI","0.00000048000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T15:41:55", "1ETH-DFI20211215154155"
"Trade","0.000009345","BTC-DFI","0.00000017000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T15:39:51", "1BTC-DFI20211215153951"
"Trade","0.000009345","BTC-DFI","0.00205741000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T15:39:51", "1BTC-DFI20211215153951"
"Trade","0.069613655","USDC-DFI","0.07159259000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T15:39:03", "1USDC-DFI20211215153903"
"Trade","0.069613655","USDC-DFI","0.27702772000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T15:39:03", "1USDC-DFI20211215153903"
"Mining","0.00000092000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "BTC20211215000100_Commission"
"Mining","0.00000131000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "ETH20211215000100_Commission"
"Mining","2.72927868000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-15T00:01:00", "DFI20211215000100_Rewards"
"Mining","0.11662827000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "DFI20211215000100_Commission"
"Mining","0.36281595000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "USDC20211215000100_Commission"
"Trade","0.92954204","USDC-DFI","3.84186591000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T00:00:16", "1USDC-DFI20211215000016"
"Trade","0.92954204","USDC-DFI","0.92012338000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T00:00:16", "1USDC-DFI20211215000016"
"Trade","0.000207455","BTC-DFI","0.04438579000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-14T23:53:04", "1BTC-DFI20211214235304"
"Trade","0.000207455","BTC-DFI","0.00000388000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-14T23:53:04", "1BTC-DFI20211214235304"
"Trade","0.000557955","ETH-DFI","0.00003690000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-14T23:50:38", "1ETH-DFI20211214235038"
"Trade","0.000557955","ETH-DFI","0.03379097000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-14T23:50:38", "1ETH-DFI20211214235038"
"Mining","0.00000070000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "BTC20211214000100_Commission"
"Mining","0.00000290000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "ETH20211214000100_Commission"
"Mining","2.80511045000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-14T00:01:00", "DFI20211214000100_Rewards"
"Mining","0.20697438000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "DFI20211214000100_Commission"
"Mining","0.63280470000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "USDC20211214000100_Commission"
"Deposit","0.00002141000000","ETH","","","","","DeFiChain Light Wallet","","AnyAccountsToAccounts","2021-12-13T22:09:52", "ETH20211213220952_AnyAccountsToAccounts"
"Deposit","2.72683438000000","USDC","","","","","DeFiChain Light Wallet","","AnyAccountsToAccounts","2021-12-13T22:09:34", "USDC20211213220934_AnyAccountsToAccounts"
"Trade","1.763445515","BTC-DFI","0.03145000000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-13T21:13:07", "1BTC-DFI20211213211307"
"Trade","1.763445515","BTC-DFI","395.66010777999998","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-13T21:13:07", "1BTC-DFI20211213211307"
"Deposit","0.03145000000000","BTC","","","","","DeFiChain Light Wallet","","AccountToAccount","2021-12-13T19:56:57", "BTC20211213195657_AccountToAccount"
"Mining","0.00000357000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "BTC20211213000100_Commission"
"Mining","0.00001439000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "ETH20211213000100_Commission"
"Mining","2.79450992000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-13T00:01:00", "DFI20211213000100_Rewards"
"Mining","0.25151093000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "DFI20211213000100_Commission"
"Mining","1.00014067000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "USDC20211213000100_Commission"
"Mining","0.00000035000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "BTC20211212000100_Commission"
"Mining","0.00000509000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "ETH20211212000100_Commission"
"Mining","1.14056818000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-12T00:01:00", "DFI20211212000100_Rewards"
"Mining","0.47418347000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "DFI20211212000100_Commission"
"Mining","1.62167939000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "USDC20211212000100_Commission"
"Mining","0.00000862000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-11T00:01:00", "ETH20211211000100_Commission"
"Mining","0.92450642000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-11T00:01:00", "DFI20211211000100_Rewards"
"Mining","0.11965022000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-11T00:01:00", "DFI20211211000100_Commission"
"Mining","0.38983735000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-11T00:01:00", "USDC20211211000100_Commission"
"Trade","0.00123950000000","DFI","0.00569936000000","USDC","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-10T18:48:29", "DFIUSDC20211210184829"
"Trade","1.853773955","USDC-DFI","1.75101581000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-10T18:40:56", "1USDC-DFI20211210184056"
"Trade","1.853773955","USDC-DFI","8.02704900000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-10T18:40:56", "1USDC-DFI20211210184056"
"Trade","0.30314194","ETH-DFI","0.02070589000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-10T18:32:28", "1ETH-DFI20211210183228"
"Trade","0.30314194","ETH-DFI","17.77579320000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-10T18:32:28", "1ETH-DFI20211210183228"
"Mining","0.00000854000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-10T00:01:00", "ETH20211210000100_Commission"
"Mining","0.91616492000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-10T00:01:00", "DFI20211210000100_Rewards"
"Mining","0.15551207000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-10T00:01:00", "DFI20211210000100_Commission"
"Mining","0.69927787000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-10T00:01:00", "USDC20211210000100_Commission"
"Mining","0.00000479000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-09T00:01:00", "ETH20211209000100_Commission"
"Mining","0.88937009000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-09T00:01:00", "DFI20211209000100_Rewards"
"Mining","0.12874754000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-09T00:01:00", "DFI20211209000100_Commission"
"Mining","0.56054822000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-09T00:01:00", "USDC20211209000100_Commission"
"Mining","0.00000940000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-08T00:01:00", "ETH20211208000100_Commission"
"Mining","0.93690980000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-08T00:01:00", "DFI20211208000100_Rewards"
"Mining","0.22870461000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-08T00:01:00", "DFI20211208000100_Commission"
"Mining","1.03704502000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-08T00:01:00", "USDC20211208000100_Commission"
"Mining","0.00000279000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-07T00:01:00", "ETH20211207000100_Commission"
"Mining","1.05780828000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-07T00:01:00", "DFI20211207000100_Rewards"
"Mining","0.15764537000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-07T00:01:00", "DFI20211207000100_Commission"
"Mining","0.71542032000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-07T00:01:00", "USDC20211207000100_Commission"
"Mining","0.00000975000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-06T00:01:00", "ETH20211206000100_Commission"
"Mining","0.67154798000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-06T00:01:00", "DFI20211206000100_Rewards"
"Mining","0.17030172000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-06T00:01:00", "DFI20211206000100_Commission"
"Mining","0.76075819000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-06T00:01:00", "USDC20211206000100_Commission"
"Mining","0.00001437000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-05T00:01:00", "ETH20211205000100_Commission"
"Mining","1.07645157000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-05T00:01:00", "DFI20211205000100_Rewards"
"Mining","0.57126270000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-05T00:01:00", "DFI20211205000100_Commission"
"Mining","2.43571079000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-05T00:01:00", "USDC20211205000100_Commission"
"Mining","0.00001640000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-04T00:01:00", "ETH20211204000100_Commission"
"Mining","0.94629061000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-04T00:01:00", "DFI20211204000100_Rewards"
"Mining","0.20931237000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-04T00:01:00", "DFI20211204000100_Commission"
"Mining","0.99928673000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-04T00:01:00", "USDC20211204000100_Commission"
"Mining","0.00001129000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-03T00:01:00", "ETH20211203000100_Commission"
"Mining","0.95633835000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-03T00:01:00", "DFI20211203000100_Rewards"
"Mining","0.21965275000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-03T00:01:00", "DFI20211203000100_Commission"
"Mining","0.91791648000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-03T00:01:00", "USDC20211203000100_Commission"
"Trade","0.008332805","USDC-DFI","0.03426333000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-02T22:18:43", "1USDC-DFI20211202221843"
"Trade","0.008332805","USDC-DFI","0.00826310000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-02T22:18:43", "1USDC-DFI20211202221843"
"Trade","1.47678555","ETH-DFI","0.08734600000000","ETH","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-02T19:06:20", "1ETH-DFI20211202190620"
"Trade","1.47678555","ETH-DFI","100.00000000000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-02T19:06:20", "1ETH-DFI20211202190620"
"Trade","137.987987235","USDC-DFI","139.13501778000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-02T18:32:26", "1USDC-DFI20211202183226"
"Trade","137.987987235","USDC-DFI","558.00000000000000","USDC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-02T18:32:26", "1USDC-DFI20211202183226"
"Trade","0.10795751000000","ETH","124.48116511000001","DFI","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-02T18:30:27", "ETHDFI20211202183027"
"Trade","373.44349534000003","DFI","1500.00000000000000","USDC","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-02T18:26:58", "DFIUSDC20211202182658"
"Deposit","2029.00000000000000","USDC","","","","","DeFiChain Light Wallet","","AccountToAccount","2021-12-02T17:23:57", "USDC20211202172357_AccountToAccount"
"Deposit","29.00000000000000","USDC","","","","","DeFiChain Light Wallet","","AccountToAccount","2021-12-02T17:14:40", "USDC20211202171440_AccountToAccount"
"Mining","0.00002350000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-02T00:01:00", "ETH20211202000100_Commission"
"Mining","0.94160512000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-02T00:01:00", "DFI20211202000100_Rewards"
"Mining","0.15045586000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-02T00:01:00", "DFI20211202000100_Commission"
"Mining","0.72043846000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-02T00:01:00", "USDC20211202000100_Commission"
"Mining","0.00000234000000","ETH","","","","","DeFiChain Light Wallet","","Commission","2021-12-01T00:01:00", "ETH20211201000100_Commission"
"Mining","0.21353320000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-01T00:01:00", "DFI20211201000100_Rewards"
"Mining","0.00803361000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-01T00:01:00", "DFI20211201000100_Commission"
"Mining","0.05081811000000","USDC","","","","","DeFiChain Light Wallet","","Commission","2021-12-01T00:01:00", "USDC20211201000100_Commission"
