Type,"Buy Amount","Buy Cur.","Sell Amount","Sell Cur.","Fee Amount (optional)","Fee Cur. (optional)","Exchange (optional)","Trade Group (optional)","Comment (optional)",Date,Tx-ID
"Income (non taxable)",0.00062252,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-27T15:30:25,1BTC-DFI20211227153025
"Other Expense",,,0.07403957000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-27T15:30:25,1BTC-DFI20211227153025
"Other Expense",,,0.00000524000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-27T15:30:25,1BTC-DFI20211227153025
"Income (non taxable)",0.00125056,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-27T15:25:55,1ETH-DFI20211227152555
"Other Expense",,,0.04246079000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-27T15:25:55,1ETH-DFI20211227152555
"Other Expense",,,0.00003688000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-27T15:25:55,1ETH-DFI20211227152555
"Reward / Bonus",0.00000075000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-27T00:01:00,BTC20211227000100_Commission
"Reward / Bonus",0.00004253000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-27T00:01:00,ETH20211227000100_Commission
"Reward / Bonus",4.39591009000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-27T00:01:00,DFI20211227000100_Rewards
"Reward / Bonus",0.12847636000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-27T00:01:00,DFI20211227000100_Commission
"Reward / Bonus",0.26336459000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-27T00:01:00,USDC20211227000100_Commission
"Income (non taxable)",0.06772982,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-26T18:03:08,1USDC-DFI20211226180308
"Other Expense",,,0.03724253000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-26T18:03:08,1USDC-DFI20211226180308
"Other Expense",,,0.12643212000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-26T18:03:08,1USDC-DFI20211226180308
"Income (non taxable)",7.366E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-26T17:59:56,1BTC-DFI20211226175956
"Other Expense",,,0.00000061000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-26T17:59:56,1BTC-DFI20211226175956
"Other Expense",,,0.00889930000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-26T17:59:56,1BTC-DFI20211226175956
"Income (non taxable)",0.00011206,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-26T17:58:28,1ETH-DFI20211226175828
"Other Expense",,,0.00000325000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-26T17:58:28,1ETH-DFI20211226175828
"Other Expense",,,0.00386935000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-26T17:58:28,1ETH-DFI20211226175828
"Reward / Bonus",0.00000629000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-26T00:01:00,BTC20211226000100_Commission
"Reward / Bonus",0.00002086000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-26T00:01:00,ETH20211226000100_Commission
"Reward / Bonus",4.53538153000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-26T00:01:00,DFI20211226000100_Rewards
"Reward / Bonus",0.23528565000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-26T00:01:00,DFI20211226000100_Commission
"Reward / Bonus",0.53039936000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-26T00:01:00,USDC20211226000100_Commission
"Income (non taxable)",0.15475177,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-25T18:06:33,1USDC-DFI20211225180633
"Other Expense",,,0.08496663000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-25T18:06:33,1USDC-DFI20211225180633
"Other Expense",,,0.28851702000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-25T18:06:33,1USDC-DFI20211225180633
"Income (non taxable)",1.937E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-25T18:03:52,1BTC-DFI20211225180352
"Other Expense",,,0.00234640000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-25T18:03:52,1BTC-DFI20211225180352
"Other Expense",,,0.00000016000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-25T18:03:52,1BTC-DFI20211225180352
"Income (non taxable)",0.00015445,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-25T18:03:01,1ETH-DFI20211225180301
"Other Expense",,,0.00530837000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-25T18:03:01,1ETH-DFI20211225180301
"Other Expense",,,0.00000450000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-25T18:03:01,1ETH-DFI20211225180301
"Reward / Bonus",0.00000254000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-25T00:01:00,BTC20211225000100_Commission
"Reward / Bonus",0.00002322000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-25T00:01:00,ETH20211225000100_Commission
"Reward / Bonus",4.54053190000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-25T00:01:00,DFI20211225000100_Rewards
"Reward / Bonus",0.10573236000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-25T00:01:00,DFI20211225000100_Commission
"Reward / Bonus",0.22062695000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-25T00:01:00,USDC20211225000100_Commission
"Income (non taxable)",0.24288579,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-24T17:15:18,1USDC-DFI20211224171518
"Other Expense",,,0.45788393000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-24T17:15:18,1USDC-DFI20211224171518
"Other Expense",,,0.13188523000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-24T17:15:18,1USDC-DFI20211224171518
"Income (non taxable)",6.995E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-24T17:12:07,1BTC-DFI20211224171207
"Other Expense",,,0.00843950000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-24T17:12:07,1BTC-DFI20211224171207
"Other Expense",,,0.00000058000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-24T17:12:07,1BTC-DFI20211224171207
"Income (non taxable)",0.00023681,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-24T17:08:02,1ETH-DFI20211224170802
"Other Expense",,,0.00809165000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-24T17:08:02,1ETH-DFI20211224170802
"Other Expense",,,0.00000694000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-24T17:08:02,1ETH-DFI20211224170802
"Reward / Bonus",0.00000018000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-24T00:01:00,BTC20211224000100_Commission
"Reward / Bonus",0.00000424000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-24T00:01:00,ETH20211224000100_Commission
"Reward / Bonus",4.46719627000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-24T00:01:00,DFI20211224000100_Rewards
"Reward / Bonus",0.09995909000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-24T00:01:00,DFI20211224000100_Commission
"Reward / Bonus",0.25534929000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-24T00:01:00,USDC20211224000100_Commission
"Income (non taxable)",0.19703268,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-23T16:38:38,1USDC-DFI20211223163838
"Other Expense",,,0.36582289000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-23T16:38:38,1USDC-DFI20211223163838
"Other Expense",,,0.10862927000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-23T16:38:38,1USDC-DFI20211223163838
"Income (non taxable)",9.472E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-23T16:37:28,1BTC-DFI20211223163728
"Other Expense",,,0.00000080000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-23T16:37:28,1BTC-DFI20211223163728
"Other Expense",,,0.01122025000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-23T16:37:28,1BTC-DFI20211223163728
"Income (non taxable)",0.00074288,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-23T16:36:54,1ETH-DFI20211223163654
"Other Expense",,,0.00002187000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-23T16:36:54,1ETH-DFI20211223163654
"Other Expense",,,0.02526776000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-23T16:36:54,1ETH-DFI20211223163654
"Reward / Bonus",0.00000032000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-23T00:01:00,BTC20211223000100_Commission
"Reward / Bonus",0.00000483000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-23T00:01:00,ETH20211223000100_Commission
"Reward / Bonus",4.49264056000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-23T00:01:00,DFI20211223000100_Rewards
"Reward / Bonus",0.11624073000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-23T00:01:00,DFI20211223000100_Commission
"Reward / Bonus",0.28949168000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-23T00:01:00,USDC20211223000100_Commission
"Income (non taxable)",0.19848856,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-22T15:27:49,1USDC-DFI20211222152749
"Other Expense",,,0.37785488000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-22T15:27:49,1USDC-DFI20211222152749
"Other Expense",,,0.10672995000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-22T15:27:49,1USDC-DFI20211222152749
"Income (non taxable)",0.00091216,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-22T15:25:08,1ETH-DFI20211222152508
"Other Expense",,,0.00002727000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-22T15:25:08,1ETH-DFI20211222152508
"Other Expense",,,0.03055126000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-22T15:25:08,1ETH-DFI20211222152508
"Income (non taxable)",4.43E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-22T15:25:03,1BTC-DFI20211222152503
"Other Expense",,,0.00516863000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-22T15:25:03,1BTC-DFI20211222152503
"Other Expense",,,0.00000038000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-22T15:25:03,1BTC-DFI20211222152503
"Reward / Bonus",0.00000087000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-22T00:01:00,BTC20211222000100_Commission
"Reward / Bonus",0.00001357000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-22T00:01:00,ETH20211222000100_Commission
"Reward / Bonus",4.58996867000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-22T00:01:00,DFI20211222000100_Rewards
"Reward / Bonus",0.20433136000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-22T00:01:00,DFI20211222000100_Commission
"Reward / Bonus",0.46472055000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-22T00:01:00,USDC20211222000100_Commission
"Income (non taxable)",0.2070464,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-21T14:24:44,1USDC-DFI20211221142444
"Other Expense",,,0.11075237000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-21T14:24:44,1USDC-DFI20211221142444
"Other Expense",,,0.39637560000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-21T14:24:44,1USDC-DFI20211221142444
"Income (non taxable)",7.431E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-21T14:21:35,1BTC-DFI20211221142135
"Other Expense",,,0.00000064000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-21T14:21:35,1BTC-DFI20211221142135
"Other Expense",,,0.00863243000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-21T14:21:35,1BTC-DFI20211221142135
"Income (non taxable)",0.00022328,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-21T14:19:23,1ETH-DFI20211221141923
"Other Expense",,,0.00748420000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-21T14:19:23,1ETH-DFI20211221141923
"Other Expense",,,0.00000667000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-21T14:19:23,1ETH-DFI20211221141923
"Reward / Bonus",0.00000038000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-21T00:01:00,BTC20211221000100_Commission
"Reward / Bonus",0.00002382000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-21T00:01:00,ETH20211221000100_Commission
"Reward / Bonus",4.58063008000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-21T00:01:00,DFI20211221000100_Rewards
"Reward / Bonus",0.14948458000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-21T00:01:00,DFI20211221000100_Commission
"Reward / Bonus",0.31511493000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-21T00:01:00,USDC20211221000100_Commission
"Income (non taxable)",16.57061958,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-20T18:44:46,1ETH-DFI20211220184446
"Other Expense",,,0.49901061000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-20T18:44:46,1ETH-DFI20211220184446
"Other Expense",,,550.97710529000005,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-20T18:44:46,1ETH-DFI20211220184446
"Income (non taxable)",0.62202648,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-20T15:43:18,1USDC-DFI20211220154318
"Other Expense",,,1.16390009000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-20T15:43:18,1USDC-DFI20211220154318
"Other Expense",,,0.34026916000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-20T15:43:18,1USDC-DFI20211220154318
"Income (non taxable)",0.0001822,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-20T15:40:29,1BTC-DFI20211220154029
"Other Expense",,,0.00000158000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-20T15:40:29,1BTC-DFI20211220154029
"Other Expense",,,0.02101901000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-20T15:40:29,1BTC-DFI20211220154029
"Income (non taxable)",0.00017251,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-20T15:37:43,1ETH-DFI20211220153743
"Other Expense",,,0.00000521000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-20T15:37:43,1ETH-DFI20211220153743
"Other Expense",,,0.00571992000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-20T15:37:43,1ETH-DFI20211220153743
"Reward / Bonus",0.00000049000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-20T00:01:00,BTC20211220000100_Commission
"Reward / Bonus",0.00002035000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-20T00:01:00,ETH20211220000100_Commission
"Reward / Bonus",4.51022291000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-20T00:01:00,DFI20211220000100_Rewards
"Reward / Bonus",0.12132560000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-20T00:01:00,DFI20211220000100_Commission
"Reward / Bonus",0.36184868000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-20T00:01:00,USDC20211220000100_Commission
"Reward / Bonus",0.00000111000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-19T00:01:00,BTC20211219000100_Commission
"Reward / Bonus",0.00000397000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-19T00:01:00,ETH20211219000100_Commission
"Reward / Bonus",3.05669782000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-19T00:01:00,DFI20211219000100_Rewards
"Reward / Bonus",0.27209876000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-19T00:01:00,DFI20211219000100_Commission
"Reward / Bonus",0.77151053000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-19T00:01:00,USDC20211219000100_Commission
"Income (non taxable)",0.62921748,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-18T18:05:50,1USDC-DFI20211218180550
"Other Expense",,,0.33166354000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-18T18:05:50,1USDC-DFI20211218180550
"Other Expense",,,1.22176285000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-18T18:05:50,1USDC-DFI20211218180550
"Income (non taxable)",0.00020216,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-18T18:04:19,1BTC-DFI20211218180419
"Other Expense",,,0.00000181000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-18T18:04:19,1BTC-DFI20211218180419
"Other Expense",,,0.02258996000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-18T18:04:19,1BTC-DFI20211218180419
"Income (non taxable)",0.00016721,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-18T18:02:58,1ETH-DFI20211218180258
"Other Expense",,,0.00541506000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-18T18:02:58,1ETH-DFI20211218180258
"Other Expense",,,0.00000517000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-18T18:02:58,1ETH-DFI20211218180258
"Reward / Bonus",0.00000068000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-18T00:01:00,BTC20211218000100_Commission
"Reward / Bonus",0.00000249000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-18T00:01:00,ETH20211218000100_Commission
"Reward / Bonus",2.62045792000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-18T00:01:00,DFI20211218000100_Rewards
"Reward / Bonus",0.18452098000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-18T00:01:00,DFI20211218000100_Commission
"Reward / Bonus",0.48923805000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-18T00:01:00,USDC20211218000100_Commission
"Reward / Bonus",0.00000044000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-17T00:01:00,BTC20211217000100_Commission
"Reward / Bonus",0.00000142000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-17T00:01:00,ETH20211217000100_Commission
"Reward / Bonus",2.63972442000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-17T00:01:00,DFI20211217000100_Rewards
"Reward / Bonus",0.13335344000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-17T00:01:00,DFI20211217000100_Commission
"Reward / Bonus",0.42753953000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-17T00:01:00,USDC20211217000100_Commission
"Income (non taxable)",8.176E-5,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-16T15:47:39,1ETH-DFI20211216154739
"Other Expense",,,0.00258436000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-16T15:47:39,1ETH-DFI20211216154739
"Other Expense",,,0.00000259000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-16T15:47:39,1ETH-DFI20211216154739
"Income (non taxable)",0.00014734,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-16T15:44:39,1BTC-DFI20211216154439
"Other Expense",,,0.00000135000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-16T15:44:39,1BTC-DFI20211216154439
"Other Expense",,,0.01608835000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-16T15:44:39,1BTC-DFI20211216154439
"Income (non taxable)",0.2545,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-16T15:43:00,1USDC-DFI20211216154300
"Other Expense",,,0.51586241000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-16T15:43:00,1USDC-DFI20211216154300
"Other Expense",,,0.12848218000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-16T15:43:00,1USDC-DFI20211216154300
"Reward / Bonus",0.00000141000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-16T00:01:00,BTC20211216000100_Commission
"Reward / Bonus",0.00000272000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-16T00:01:00,ETH20211216000100_Commission
"Reward / Bonus",2.77005232000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-16T00:01:00,DFI20211216000100_Rewards
"Reward / Bonus",0.23949462000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-16T00:01:00,DFI20211216000100_Commission
"Reward / Bonus",0.70718718000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-16T00:01:00,USDC20211216000100_Commission
"Income (non taxable)",1.483E-5,ETH-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-15T15:41:55,1ETH-DFI20211215154155
"Other Expense",,,0.00045879000000,ETH,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-15T15:41:55,1ETH-DFI20211215154155
"Other Expense",,,0.00000048000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity ETH-DFI",2021-12-15T15:41:55,1ETH-DFI20211215154155
"Income (non taxable)",1.869E-5,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-15T15:39:51,1BTC-DFI20211215153951
"Other Expense",,,0.00000017000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-15T15:39:51,1BTC-DFI20211215153951
"Other Expense",,,0.00205741000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-15T15:39:51,1BTC-DFI20211215153951
"Income (non taxable)",0.13922731,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-15T15:39:03,1USDC-DFI20211215153903
"Other Expense",,,0.07159259000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-15T15:39:03,1USDC-DFI20211215153903
"Other Expense",,,0.27702772000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-15T15:39:03,1USDC-DFI20211215153903
"Reward / Bonus",0.00000092000000,BTC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-15T00:01:00,BTC20211215000100_Commission
"Reward / Bonus",0.00000131000000,ETH,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-15T00:01:00,ETH20211215000100_Commission
"Reward / Bonus",2.72927868000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-15T00:01:00,DFI20211215000100_Rewards
"Reward / Bonus",0.11662827000000,DFI,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-15T00:01:00,DFI20211215000100_Commission
"Reward / Bonus",0.36281595000000,USDC,,,,,"DeFiChain Light Wallet",,"Liquidity mining reward ETH-DFI",2021-12-15T00:01:00,USDC20211215000100_Commission
"Income (non taxable)",1.85908408,USDC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-15T00:00:16,1USDC-DFI20211215000016
"Other Expense",,,3.84186591000000,USDC,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-15T00:00:16,1USDC-DFI20211215000016
"Other Expense",,,0.92012338000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity USDC-DFI",2021-12-15T00:00:16,1USDC-DFI20211215000016
"Income (non taxable)",0.00041491,BTC-DFI,,,,,"DeFiChain Light Wallet",,"Added liquidity",2021-12-14T23:53:04,1BTC-DFI20211214235304
"Other Expense",,,0.04438579000000,BTC,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-14T23:53:04,1BTC-DFI20211214235304
"Other Expense",,,0.00000388000000,DFI,,,"DeFiChain Light Wallet",,"Add liquidity BTC-DFI",2021-12-14T23:53:04,1BTC-DFI20211214235304
